id,image,obj_text,ref_ids,json_data,depth_caption
000000033017,image/image_15.jpg,"['Ford SUV; a car on the road'
 ""black luggage with yellow circle sticker; briefcase closest to green bag; bag with little round yellow sticker; middle bottom luggage; Suitcase on the bottom in the middle. It's to the right of what I believe to be a sleeping bag; front blk luggage with yellow dot""]",[ 1 12],"[{'ref_id': 1, 'text': array(['Ford SUV', 'a car on the road'], dtype=object)}
 {'ref_id': 12, 'text': array(['black luggage with yellow circle sticker',
        'briefcase closest to green bag',
        'bag with little round yellow sticker', 'middle bottom luggage',
        ""Suitcase on the bottom in the middle. It's to the right of what I believe to be a sleeping bag"",
        'front blk luggage with yellow dot'], dtype=object)}                                             ]","Closest: a car
----
Mid Range: a suitcase
----
Farthest: a car
----
"
000000022195,image/image_16.jpg,"['The train cart in front of and to the side of the blue train.; The brown train next to the blue train.'
 'blue train; the train; blue tran']",[3 2],"[{'ref_id': 3, 'text': array(['The train cart in front of and to the side of the blue train.',
        'The brown train next to the blue train.'], dtype=object)}
 {'ref_id': 2, 'text': array(['blue train', 'the train', 'blue tran'], dtype=object)}]","Closest: a blue and white train
----
Mid Range: a person
----
Farthest: a train
----
"
000000022926,image/image_17.jpg,['A small boat with an umbrella.; an outboard motor boat'],[2],"[{'ref_id': 2, 'text': array(['A small boat with an umbrella.', 'an outboard motor boat'],
       dtype=object)}                                                                     ]","Closest: a boat
----
Mid Range: a tent
----
Farthest: a boat
----
"
000000040433,image/image_18.jpg,"['Smaller gray elephant in sunlight.; An elephant out from under the shade with two short husks showing.'
 'An elephant which is standing on the right side of the two elephants.; The bigger elephant on the right.']",[3 2],"[{'ref_id': 3, 'text': array(['Smaller gray elephant in sunlight.',
        'An elephant out from under the shade with two short husks showing.'],
       dtype=object)}
 {'ref_id': 2, 'text': array(['An elephant which is standing on the right side of the two elephants.',
        'The bigger elephant on the right.'], dtype=object)}                                          ]","Closest: an elephant
----
Mid Range: two elephants
----
Farthest: elephants
----
"
000000010870,image/image_19.jpg,"['The laptop behind the beer bottle.; A laptop with a blank screen.; The computer looking at spider porn obscured by the pole.; laptop behind closest one; comp in back; laptop BEHIND the pole in the middle; white computer in back'
 'A partially taken wooden table'
 'Small white laptop on desk; laptop turned on; main laptop; Laptop; computer; laptop on']",[19 15 18],"[{'ref_id': 19, 'text': array(['The laptop behind the beer bottle.',
        'A laptop with a blank screen.',
        'The computer looking at spider porn obscured by the pole.',
        'laptop behind closest one', 'comp in back',
        'laptop BEHIND the pole in the middle', 'white computer in back'],
       dtype=object)}
 {'ref_id': 15, 'text': array(['A partially taken wooden table'], dtype=object)}
 {'ref_id': 18, 'text': array(['Small white laptop on desk', 'laptop turned on', 'main laptop',
        'Laptop', 'computer', 'laptop on'], dtype=object)}                                     ]","Closest: a laptop
----
Mid Range: a table
----
Farthest: a laptop
----
"
000000020917,image/image_20.jpg,"['a bowl of sesame; A white bowl decorated with flowers containing sesame seeds.; pretty china bowl with plant painted on it; white bowl with leaves; a colorful bowl; small white bowl; white bowl near the vegetable plate; the bowl with the leaf print'
 'white bowl with dark stripe; white bowl with just a blue stripe; white bowl or cup with one blue stripe; white bowl back middle; top left bowl']",[4 6],"[{'ref_id': 4, 'text': array(['a bowl of sesame',
        'A white bowl decorated with flowers containing sesame seeds.',
        'pretty china bowl with plant painted on it',
        'white bowl with leaves', 'a colorful bowl', 'small white bowl',
        'white bowl near the vegetable plate',
        'the bowl with the leaf print'], dtype=object)}
 {'ref_id': 6, 'text': array(['white bowl with dark stripe',
        'white bowl with just a blue stripe',
        'white bowl or cup with one blue stripe', 'white bowl back middle',
        'top left bowl'], dtype=object)}                                   ]","Closest: sushi
----
Mid Range: a surfboard
----
Farthest: a table with a variety of bowls, bottles, and a bowl
----
"
000000019501,image/image_21.jpg,"['Woman body surfing.; a woman in a blue bikini.; Girl on boogie board; girl'
 'The person cheering in the white t-shirt.; The arm of someone in a white shirt.; arm in white shirt; white tshirt; arm sticking out; mans arm; arm of white shirt guy; the arm in the air']",[1 2],"[{'ref_id': 1, 'text': array(['Woman body surfing.', 'a woman in a blue bikini.',
        'Girl on boogie board', 'girl'], dtype=object)}
 {'ref_id': 2, 'text': array(['The person cheering in the white t-shirt.',
        'The arm of someone in a white shirt.', 'arm in white shirt',
        'white tshirt', 'arm sticking out', 'mans arm',
        'arm of white shirt guy', 'the arm in the air'], dtype=object)}   ]","Closest: a girl
----
Mid Range: a man
----
Farthest: a surfer
----
"
000000041357,image/image_22.jpg,['A skier with the number 377 on their chest.; A person downhill skiing wearing a vest that says 377 on it and a blue jacket.'],[2],"[{'ref_id': 2, 'text': array(['A skier with the number 377 on their chest.',
        'A person downhill skiing wearing a vest that says 377 on it and a blue jacket.'],
       dtype=object)}                                                                     ]","Closest: a cross-country skier
----
Mid Range: a person
----
Farthest: a person
----
"
000000029473,image/image_23.jpg,"['the bowl of rasberries.; The bowl in which yoghurt and strawberries are kept'
 'The bread that it vertical in the container.'
 'the bowl with bread; A sandwich with thick wheat bread in a white bowl.; bread; sandwich; bread in the bowl; bread slice on top; bread in bowl top left; top left sandwich right side of bowl'
 'A white container with steamed carrots in it.; White plastic bowl of carrots and hummus next to white bowls of other food.'
 'plate with carrots; food in bowls; orange; carrots; Bottom left bowl.; bottom left dish'
 'green stuff; cuces; bowl of zuccini; bowl front right; zucchini bottom right; fried food looks good']",[2 6 7 8 3 4],"[{'ref_id': 2, 'text': array(['the bowl of rasberries.',
        'The bowl in which yoghurt and strawberries are kept'],
       dtype=object)}
 {'ref_id': 6, 'text': array(['The bread that it vertical in the container.'], dtype=object)}
 {'ref_id': 7, 'text': array(['the bowl with bread',
        'A sandwich with thick wheat bread in a white bowl.', 'bread',
        'sandwich', 'bread in the bowl', 'bread slice on top',
        'bread in bowl top left', 'top left sandwich right side of bowl'],
       dtype=object)}
 {'ref_id': 8, 'text': array(['A white container with steamed carrots in it.',
        'White plastic bowl of carrots and hummus next to white bowls of other food.'],
       dtype=object)}
 {'ref_id': 3, 'text': array(['plate with carrots', 'food in bowls', 'orange', 'carrots',
        'Bottom left bowl.', 'bottom left dish'], dtype=object)}
 {'ref_id': 4, 'text': array(['green stuff', 'cuces', 'bowl of zuccini', 'bowl front right',
        'zucchini bottom right', 'fried food looks good'], dtype=object)}                   ]","Closest: a sandwich
----
Mid Range: a person
----
Farthest: four bowls of fruit and yogurt
----
"
000000008856,image/image_24.jpg,"['Female playing WII in tan sweater; A women with a light tan shirt and dark jeans playing the Wii.'
 'person in dark brown sweater behind blonde']",[2 1],"[{'ref_id': 2, 'text': array(['Female playing WII in tan sweater',
        'A women with a light tan shirt and dark jeans playing the Wii.'],
       dtype=object)}
 {'ref_id': 1, 'text': array(['person in dark brown sweater behind blonde'], dtype=object)}]","Closest: a woman
----
Mid Range: a person
----
Farthest: a woman
----
"
000000009822,image/image_25.jpg,"['A donut to the right of two other donuts.; doughnut; donut near 5pm; donut on the right; donut bottom right; Right donut'
 'The doughnut in the bottom left corner.; less oreo; largest doughnut; biggest donut; bottom left; Bottom left hand corner donut; donut bottom left'
 'THE SINGLE DONNET ON THE TOP; farthest donut; donut whose hole is almost completely covered by chocolate bits; More cookie pieces; smallest doughnut in furthest away; top left donut; back donut']",[3 2 1],"[{'ref_id': 3, 'text': array(['A donut to the right of two other donuts.', 'doughnut',
        'donut near 5pm', 'donut on the right', 'donut bottom right',
        'Right donut'], dtype=object)}
 {'ref_id': 2, 'text': array(['The doughnut in the bottom left corner.', 'less oreo',
        'largest doughnut', 'biggest donut', 'bottom left',
        'Bottom left hand corner donut', 'donut bottom left'], dtype=object)}
 {'ref_id': 1, 'text': array(['THE SINGLE DONNET ON THE TOP', 'farthest donut',
        'donut whose hole is almost completely covered by chocolate bits',
        'More cookie pieces', 'smallest doughnut in furthest away',
        'top left donut', 'back donut'], dtype=object)}                        ]","Closest: three doughnuts
----
Mid Range: a black silhouette
----
Farthest: two donuts
----
"
000000026421,image/image_26.jpg,"['Middle zebra; The zebra back in the bushes.'
 'Zebra behind a tree with its mouth to the ground.; zebra with face down eating; eating grass; zebra closet to camera that is eating; right zeb; right zebra; Right dragon'
 'smallest zebra with head up; left; baby zebra on left behind branch; baby zebra left']",[1 2 3],"[{'ref_id': 1, 'text': array(['Middle zebra', 'The zebra back in the bushes.'], dtype=object)}
 {'ref_id': 2, 'text': array(['Zebra behind a tree with its mouth to the ground.',
        'zebra with face down eating', 'eating grass',
        'zebra closet to camera that is eating', 'right zeb',
        'right zebra', 'Right dragon'], dtype=object)}
 {'ref_id': 3, 'text': array(['smallest zebra with head up', 'left',
        'baby zebra on left behind branch', 'baby zebra left'],
       dtype=object)}                                               ]","Closest: a zebra
----
Mid Range: a tree
----
Farthest: a rhino
----
"
000000027679,image/image_27.jpg,['Inside of the oven.; Apple pie inside of an oven.'],[1],"[{'ref_id': 1, 'text': array(['Inside of the oven.', 'Apple pie inside of an oven.'],
       dtype=object)}                                                                ]","Closest: a pink plastic bowl
----
Mid Range: a red-tinted glass ceiling
----
Farthest: a pie
----
"
000000041818,image/image_28.jpg,"['A woman holding a glass of orange juice and smiling at the camera with her hand on her hip.; A lady in black over coat holding a glass of juice and posing.; woman; lady; girl; girl in black; nice lady; righ tperson'
 'A man in a t-shirt with faces on it.; A man in a white t-shirt holding a glass of juice.; guy; man holding juice; male; white shirt; left guy; guy on left white shirt']",[1 2],"[{'ref_id': 1, 'text': array(['A woman holding a glass of orange juice and smiling at the camera with her hand on her hip.',
        'A lady in black over coat holding a glass of juice and posing.',
        'woman', 'lady', 'girl', 'girl in black', 'nice lady',
        'righ tperson'], dtype=object)}
 {'ref_id': 2, 'text': array(['A man in a t-shirt with faces on it.',
        'A man in a white t-shirt holding a glass of juice.', 'guy',
        'man holding juice', 'male', 'white shirt', 'left guy',
        'guy on left white shirt'], dtype=object)}                   ]","Closest: a young man
----
Mid Range: a man
----
Farthest: a woman
----
"
000000036546,image/image_29.jpg,"['A zebra under an alcove; A zebra laying down.; half of zebra; closest zebra; zebra not showing legs; half of a zebra in the foreground; laying down zebra; zebra laying down'
 'zebra not in shade; whole zebra; standing zebra; zebra back; zeb center; zebra near giraffe']",[2 1],"[{'ref_id': 2, 'text': array(['A zebra under an alcove', 'A zebra laying down.', 'half of zebra',
        'closest zebra', 'zebra not showing legs',
        'half of a zebra in the foreground', 'laying down zebra',
        'zebra laying down'], dtype=object)}
 {'ref_id': 1, 'text': array(['zebra not in shade', 'whole zebra', 'standing zebra',
        'zebra back', 'zeb center', 'zebra near giraffe'], dtype=object)}           ]","Closest: a zebra
----
Mid Range: a horse
----
Farthest: a zebra
----
"
000000019874,image/image_30.jpg,['The black car with one tire showing.; Black car that is behind the green car.'],[4],"[{'ref_id': 4, 'text': array(['The black car with one tire showing.',
        'Black car that is behind the green car.'], dtype=object)}   ]","Closest: a person
----
Mid Range: a car
----
Farthest: a car
----
"
000000041233,image/image_31.jpg,"['a dark gray truck; front end of a grey truck without the trailor'
 'An orange dump truck with its back raised up.; Orange dump truck.'
 'a white tractor big rig with a blue rope around the bumper; A white semi truck is parked by a black one, with a blue strap attached to the front.']",[18 17 16],"[{'ref_id': 18, 'text': array(['a dark gray truck',
        'front end of a grey truck without the trailor'], dtype=object)}
 {'ref_id': 17, 'text': array(['An orange dump truck with its back raised up.',
        'Orange dump truck.'], dtype=object)}
 {'ref_id': 16, 'text': array(['a white tractor big rig with a blue rope around the bumper',
        'A white semi truck is parked by a black one, with a blue strap attached to the front.'],
       dtype=object)}                                                                            ]","Closest: a truck
----
Mid Range: a baseball player
----
Farthest: a truck
----
"
000000008063,image/image_32.jpg,"['A traveler with a black and yellow bag on his bag with others on transit.; A black and yellow backpack'
 'random blur of a person in the corner.; closest person not focuses; guys leg on the far right; right gray; man on far right side of frame'
 'kid sitting on carousel; person sitting diwn; little girl sitting; kid sitting down; child pink shirt sitting at left; girl sitting, pink shirt, blue pants'
 'man in backpack; black coat yellow backpack; person with yellow backpack; man standing middle; man center with backpack; MAN IWTH YELLOW BACKPACK']",[15  7  6  8],"[{'ref_id': 15, 'text': array(['A traveler with a black and yellow bag on his bag with others on transit.',
        'A black and yellow backpack'], dtype=object)}
 {'ref_id': 7, 'text': array(['random blur of a person in the corner.',
        'closest person not focuses', 'guys leg on the far right',
        'right gray', 'man on far right side of frame'], dtype=object)}
 {'ref_id': 6, 'text': array(['kid sitting on carousel', 'person sitting diwn',
        'little girl sitting', 'kid sitting down',
        'child pink shirt sitting at left',
        'girl sitting, pink shirt, blue pants'], dtype=object)}
 {'ref_id': 8, 'text': array(['man in backpack', 'black coat yellow backpack',
        'person with yellow backpack', 'man standing middle',
        'man center with backpack', 'MAN IWTH YELLOW BACKPACK'],
       dtype=object)}                                                         ]","Closest: a backpack
----
Mid Range: people
----
Farthest: a woman
----
"
000000000795,image/image_33.jpg,['Train; A yellow train is in the station with people walking away from it.'],[9],"[{'ref_id': 9, 'text': array(['Train',
        'A yellow train is in the station with people walking away from it.'],
       dtype=object)}                                                         ]","Closest: a man
----
Mid Range: a train station
----
Farthest: people
----
"
000000015190,image/image_34.jpg,"['trunk up elephant; A pair of elephants interacting.'
 'A woman in a pink tank top.; A woman in a pink tank top and khaki shorts.; pink tank on adult; red shirt; standing woman in red; no; pink shirt left'
 'Elephant in the background that you can only see his back directly behind the woman in the tank top; The elephant to the far left in front of the people.'
 'A man in a grey hat carrying a camera is looking at an elephant.; Man carrying a camera while wearing a grey hat.; hat; black shirt; man; person in hat kneeling; cap guy; man crouched'
 'kid in stripes; curly head girl; little girl; girl on right; child crouching; little girl bending down']",[5 2 6 3 1],"[{'ref_id': 5, 'text': array(['trunk up elephant', 'A pair of elephants interacting.'],
       dtype=object)}
 {'ref_id': 2, 'text': array(['A woman in a pink tank top.',
        'A woman in a pink tank top and khaki shorts.',
        'pink tank on adult', 'red shirt', 'standing woman in red', 'no',
        'pink shirt left'], dtype=object)}
 {'ref_id': 6, 'text': array(['Elephant in the background that you can only see his back directly behind the woman in the tank top',
        'The elephant to the far left in front of the people.'],
       dtype=object)}
 {'ref_id': 3, 'text': array(['A man in a grey hat carrying a camera is looking at an elephant.',
        'Man carrying a camera while wearing a grey hat.', 'hat',
        'black shirt', 'man', 'person in hat kneeling', 'cap guy',
        'man crouched'], dtype=object)}
 {'ref_id': 1, 'text': array(['kid in stripes', 'curly head girl', 'little girl',
        'girl on right', 'child crouching', 'little girl bending down'],
       dtype=object)}                                                            ]","Closest: a man
----
Mid Range: a man
----
Farthest: a mother
----
"
000000004830,image/image_35.jpg,['Sink on the left; The sink farthest left.'],[7],"[{'ref_id': 7, 'text': array(['Sink on the left', 'The sink farthest left.'], dtype=object)}]","Closest: a towel
----
Mid Range: a black sink
----
Farthest: a mirror
----
"
000000032575,image/image_36.jpg,"['A skier wearing green pants and blue jacket.; The skier wearing green pants and a blue shirt.'
 'a skier in a yellow jacket; A skier in yellow, blue, orange, and pink clothing.']",[1 2],"[{'ref_id': 1, 'text': array(['A skier wearing green pants and blue jacket.',
        'The skier wearing green pants and a blue shirt.'], dtype=object)}
 {'ref_id': 2, 'text': array(['a skier in a yellow jacket',
        'A skier in yellow, blue, orange, and pink clothing.'],
       dtype=object)}                                          ]","Closest: two skiers
----
Mid Range: a black background
----
Farthest: two skiers
----
"
000000033992,image/image_37.jpg,"['Left blacl chicken; Left black chicken; black chicken behind closest brown chicken; black furry blob; black chicken over big hen; top left blurry chicken; top left chicken; blurry chicken top left'
 'dark chicken closest to the fence'
 'chicken on right; a chicken to the right of another chicken; brown chicken with its head down; chicken by concrete head half down; hen on the right; R. CHICK.; right chicken'
 'The brown chicken in front of more chickens.; A brown chicken in a barnyard is looking at the camera suspiciously.; animal closest to the screen; chicken red face looking at you; chicken you can see its eye; left one; left front chicken']",[4 1 3 2],"[{'ref_id': 4, 'text': array(['Left blacl chicken', 'Left black chicken',
        'black chicken behind closest brown chicken', 'black furry blob',
        'black chicken over big hen', 'top left blurry chicken',
        'top left chicken', 'blurry chicken top left'], dtype=object)}
 {'ref_id': 1, 'text': array(['dark chicken closest to the fence'], dtype=object)}
 {'ref_id': 3, 'text': array(['chicken on right', 'a chicken to the right of another chicken',
        'brown chicken with its head down',
        'chicken by concrete head half down', 'hen on the right',
        'R. CHICK.', 'right chicken'], dtype=object)}
 {'ref_id': 2, 'text': array(['The brown chicken in front of more chickens.',
        'A brown chicken in a barnyard is looking at the camera suspiciously.',
        'animal closest to the screen', 'chicken red face looking at you',
        'chicken you can see its eye', 'left one', 'left front chicken'],
       dtype=object)}                                                          ]","Closest: a lion
----
Mid Range: a chicken
----
Farthest: a chicken
----
"
000000011282,image/image_38.jpg,"['Person behind the brown donut.; The person in the black sweater with the white zipper.; black shirt; black hoodie; headless person in black shirt and white stripes; BLACK SECTION OVER TOP OF DONUT'
 'A hand holding a chocolate covered doughnut with sprinkles; hand holding a chocolate donut; hand holding donut; HAND; hand holding a donut; hAND BELOW DONUT']",[1 2],"[{'ref_id': 1, 'text': array(['Person behind the brown donut.',
        'The person in the black sweater with the white zipper.',
        'black shirt', 'black hoodie',
        'headless person in black shirt and white stripes',
        'BLACK SECTION OVER TOP OF DONUT'], dtype=object)}
 {'ref_id': 2, 'text': array(['A hand holding a chocolate covered doughnut with sprinkles',
        'hand holding a chocolate donut', 'hand holding donut', 'HAND',
        'hand holding a donut', 'hAND BELOW DONUT'], dtype=object)}                        ]","Closest: a heart
----
Mid Range: a hand
----
Farthest: a chocolate frosted donut
----
"
000000041730,image/image_39.jpg,"['The bento box with rice in it.; A bowl of rice and seaweed next to another bowl of broccolli  and sweet potato; bowl with white stuff and black stuff; rice and seaweed; rice bowl; top right bento box; top container; bowl in back'
 'lower tray; tray with more food; closest dish; closestcontainer; bottom dish; broccoli']",[2 3],"[{'ref_id': 2, 'text': array(['The bento box with rice in it.',
        'A bowl of rice and seaweed next to another bowl of broccolli  and sweet potato',
        'bowl with white stuff and black stuff', 'rice and seaweed',
        'rice bowl', 'top right bento box', 'top container',
        'bowl in back'], dtype=object)}
 {'ref_id': 3, 'text': array(['lower tray', 'tray with more food', 'closest dish',
        'closestcontainer', 'bottom dish', 'broccoli'], dtype=object)}            ]","Closest: a bowl
----
Mid Range: a purple star
----
Farthest: a lunch box
----
"
000000005862,image/image_40.jpg,"['A dog with brown fur, with its head up, laying on a gray sheet.; Brown dog.; the brown dog; brown dog; Brown dog; right dog'
 'A white dog with a blue collar on a bed.; white dog laying on couch; white dog; white dog; white do; white doggy']",[1 2],"[{'ref_id': 1, 'text': array(['A dog with brown fur, with its head up, laying on a gray sheet.',
        'Brown dog.', 'the brown dog', 'brown dog', 'Brown dog',
        'right dog'], dtype=object)}
 {'ref_id': 2, 'text': array(['A white dog with a blue collar on a bed.',
        'white dog laying on couch', 'white dog', 'white dog', 'white do',
        'white doggy'], dtype=object)}                                    ]","Closest: a dog
----
Mid Range: a pillow
----
Farthest: a dog
----
"
